code,description,service
67312,Revise two eye muscles,Surgery
67314,Revise eye muscle,Surgery
67316,Revise two eye muscles,Surgery
67318,Revise eye muscle(s),Surgery
67320,Revise eye muscle(s) add-on,Surgery
67331,Eye surgery follow-up add-on,Surgery
67332,Rerevise eye muscles add-on,Surgery
67334,Revise eye muscle w/suture,Surgery
67335,Eye suture during surgery,Surgery
67340,Revise eye muscle add-on,Surgery
67343,Release eye tissue,Surgery
67345,Destroy nerve of eye muscle,Surgery
67346,Biopsy eye muscle,Surgery
67399,Unlisted px extraocular musc,Surgery
67400,Explore/biopsy eye socket,Surgery
67405,Explore/drain eye socket,Surgery
67412,Explore/treat eye socket,Surgery
67413,Explore/treat eye socket,Surgery
67414,Explr/decompress eye socket,Surgery
67415,Aspiration orbital contents,Surgery
67420,Explore/treat eye socket,Surgery
67430,Explore/treat eye socket,Surgery
67440,Explore/drain eye socket,Surgery
67445,Explr/decompress eye socket,Surgery
67450,Explore/biopsy eye socket,Surgery
67500,Inject/treat eye socket,Surgery
67505,Inject/treat eye socket,Surgery
67515,Inject/treat eye socket,Surgery
67516,Sprchoroidal spc njx rx agt,Surgery
67550,Insert eye socket implant,Surgery
67560,Revise eye socket implant,Surgery
67570,Decompress optic nerve,Surgery
67599,Unlisted procedure orbit,Surgery
67700,Blepharotomy drg absc eyelid,Surgery
67710,Severing tarsorrhaphy,Surgery
67715,Canthotomy,Surgery
67800,Remove eyelid lesion,Surgery
67801,Remove eyelid lesions,Surgery
67805,Remove eyelid lesions,Surgery
67808,Remove eyelid lesion(s),Surgery
67810,Incal bx eyelid skn lid mrgn,Surgery
67820,Revise eyelashes,Surgery
67825,Revise eyelashes,Surgery
67830,Revise eyelashes,Surgery
67835,Revise eyelashes,Surgery
67840,Remove eyelid lesion,Surgery
67850,Dstrj lesion lid margin <1cm,Surgery
67875,Closure of eyelid by suture,Surgery
67880,Revision of eyelid,Surgery
67882,Revision of eyelid,Surgery
67900,Repair brow defect,Surgery
67901,Repair eyelid defect,Surgery
67902,Repair eyelid defect,Surgery
67903,Repair eyelid defect,Surgery
67904,Repair eyelid defect,Surgery
67906,Repair eyelid defect,Surgery
67908,Repair eyelid defect,Surgery
67909,Revise eyelid defect,Surgery
67911,Revise eyelid defect,Surgery
67912,Correction eyelid w/implant,Surgery
67914,Repair eyelid defect,Surgery
67915,Repair eyelid defect,Surgery
67916,Repair eyelid defect,Surgery
67917,Repair eyelid defect,Surgery
67921,Repair eyelid defect,Surgery
67922,Repair eyelid defect,Surgery
67923,Repair eyelid defect,Surgery
67924,Repair eyelid defect,Surgery
67930,Repair eyelid wound,Surgery
67935,Repair eyelid wound,Surgery
67938,Remove eyelid foreign body,Surgery
67950,Revision of eyelid,Surgery
67961,Revision of eyelid,Surgery
67966,Revision of eyelid,Surgery
67971,Reconstruction of eyelid,Surgery
67973,Reconstruction of eyelid,Surgery
67974,Reconstruction of eyelid,Surgery
67975,Reconstruction of eyelid,Surgery
67999,Unlisted procedure eyelids,Surgery
68020,Incise/drain eyelid lining,Surgery
68040,Treatment of eyelid lesions,Surgery
68100,Biopsy conjunctiva,Surgery
68110,Exc les conjunctiva <1 cm,Surgery
68115,Exc les conjunctiva >1 cm,Surgery
68130,Exc les conjunctiva adj scl,Surgery
68135,Destruction les conjunctiva,Surgery
68200,Treat eyelid by injection,Surgery
68320,Revise/graft eyelid lining,Surgery
68325,Revise/graft eyelid lining,Surgery
68326,Revise/graft eyelid lining,Surgery
68328,Revise/graft eyelid lining,Surgery
68330,Revise eyelid lining,Surgery
68335,Revise/graft eyelid lining,Surgery
68340,Separate eyelid adhesions,Surgery
68360,Revise eyelid lining,Surgery
68362,Revise eyelid lining,Surgery
68371,Harvest eye tissue alograft,Surgery
68399,Unlisted px conjunctiva,Surgery
68400,I&d lacrimal gland,Surgery
68420,I&d lacrimal sac,Surgery
68440,Snip inc lacrimal punctum,Surgery
68500,Removal of tear gland,Surgery
68505,Partial removal tear gland,Surgery
68510,Biopsy of tear gland,Surgery
68520,Removal of tear sac,Surgery
68525,Biopsy of tear sac,Surgery
68530,Clearance of tear duct,Surgery
68540,Remove tear gland lesion,Surgery
68550,Remove tear gland lesion,Surgery
68700,Repair tear ducts,Surgery
68705,Revise tear duct opening,Surgery
68720,Create tear sac drain,Surgery
68745,Create tear duct drain,Surgery
68750,Create tear duct drain,Surgery
68760,Close tear duct opening,Surgery
68761,Close tear duct opening,Surgery
68770,Close tear system fistula,Surgery
68801,Dilate tear duct opening,Surgery
68810,Probe nasolacrimal duct,Surgery
68811,Probe nasolacrimal duct,Surgery
68815,Probe nasolacrimal duct,Surgery
68816,Probe nl duct w/balloon,Surgery
68840,Explore/irrigate tear ducts,Surgery
68841,Insj rx elut implt lac canal,Surgery
68850,Injection for tear sac x-ray,Surgery
68899,Unlisted px lacrimal system,Surgery
69000,Drg xtrnl ear absc/hem smpl,Surgery
69005,Drg xtrnl ear absc/hem comp,Surgery
69020,Drg xtrnl aud canal abscess,Surgery
69090,Ear piercing,Surgery
69100,Biopsy of external ear,Surgery
69105,Biopsy of external ear canal,Surgery
69110,Remove external ear partial,Surgery
69120,Removal of external ear,Surgery
69140,Remove ear canal lesion(s),Surgery
69145,Remove ear canal lesion(s),Surgery
69150,Extensive ear canal surgery,Surgery
69155,Extensive ear/neck surgery,Surgery
69200,Clear outer ear canal,Surgery
69205,Clear outer ear canal,Surgery
69209,Remove impacted ear wax uni,Surgery
69210,Remove impacted ear wax uni,Surgery
69220,Clean out mastoid cavity,Surgery
69222,Clean out mastoid cavity,Surgery
69300,Revise external ear,Surgery
69310,Rebuild outer ear canal,Surgery
69320,Rebuild outer ear canal,Surgery
69399,Unlisted px external ear,Surgery
69420,Incision of eardrum,Surgery
69421,Incision of eardrum,Surgery
69424,Remove ventilating tube,Surgery
69433,Create eardrum opening,Surgery
69436,Create eardrum opening,Surgery
69440,Exploration of middle ear,Surgery
69450,Eardrum revision,Surgery
69501,Mastoidectomy,Surgery
69502,Mastoidectomy,Surgery
69505,Remove mastoid structures,Surgery
69511,Extensive mastoid surgery,Surgery
69530,Extensive mastoid surgery,Surgery
69535,Remove part of temporal bone,Surgery
69540,Excision aural polyp,Surgery
69550,Exc aurl glomus tum trnscanl,Surgery
69552,Exc aurl glomus tum trnsmstd,Surgery
69554,Exc aurl glomus tum extended,Surgery
69601,Revj mstdc rsltg compl mstdc,Surgery
69602,Rev mstdc rslt mod rad mstdc,Surgery
69603,Revj mstdc rsltg rad mstdc,Surgery
69604,Revj mstdc rsltg tympanplsty,Surgery
69610,Tympanic membrane repair,Surgery
69620,Myringoplasty,Surgery
69631,Repair eardrum structures,Surgery
69632,Rebuild eardrum structures,Surgery
69633,Rebuild eardrum structures,Surgery
69635,Repair eardrum structures,Surgery
69636,Rebuild eardrum structures,Surgery
69637,Rebuild eardrum structures,Surgery
69641,Revise middle ear & mastoid,Surgery
69642,Revise middle ear & mastoid,Surgery
69643,Revise middle ear & mastoid,Surgery
69644,Revise middle ear & mastoid,Surgery
69645,Revise middle ear & mastoid,Surgery
69646,Revise middle ear & mastoid,Surgery
69650,Stapes mobilization,Surgery
69660,Revise middle ear bone,Surgery
69661,Revise middle ear bone,Surgery
69662,Revise middle ear bone,Surgery
69666,Repair middle ear structures,Surgery
69667,Repair middle ear structures,Surgery
69670,Remove mastoid air cells,Surgery
69676,Remove middle ear nerve,Surgery
69700,Close mastoid fistula,Surgery
69705,Nps surg dilat eust tube uni,Surgery
69706,Nps surg dilat eust tube bi,Surgery
69710,Implant/replace hearing aid,Surgery
69711,Remove/repair hearing aid,Surgery
69714,Impl oi implt skull perq esp,Surgery
69716,Impl oi implt sk tc esp<100,Surgery
69717,Rplcmt oi implt skl prq esp,Surgery
69719,Rplcm oi implt sk tc esp<100,Surgery
69720,Release facial nerve,Surgery
69725,Release facial nerve,Surgery
69726,Rmv ntr oi implt skl prq esp,Surgery
69727,Rmv ntr oi imp sk tc esp<100,Surgery
69728,Rmv ntr oi imp sk tc>=100,Surgery
69729,Impl oi implt sk tc esp>=100,Surgery
69730,Rplc oi implt sk tc esp>=100,Surgery
69740,Repair facial nerve,Surgery
69745,Repair facial nerve,Surgery
69799,Unlisted px middle ear,Surgery
69801,Incise inner ear,Surgery
69805,Explore inner ear,Surgery
69806,Explore inner ear,Surgery
69905,Remove inner ear,Surgery
69910,Remove inner ear & mastoid,Surgery
69915,Incise inner ear nerve,Surgery
69930,Implant cochlear device,Surgery
69949,Unlisted px inner ear,Surgery
69950,Incise inner ear nerve,Surgery
69955,Release facial nerve,Surgery
69960,Release inner ear canal,Surgery
69970,Remove inner ear lesion,Surgery
69979,Unlisted px temporal bone,Surgery
69990,Microsurgery add-on,Surgery
70010,Contrast x-ray of brain,Radiology
70015,Contrast x-ray of brain,Radiology
70030,X-ray eye for foreign body,Radiology
70100,X-ray exam of jaw <4views,Radiology
70110,X-ray exam of jaw 4/> views,Radiology
70120,X-ray exam of mastoids,Radiology
70130,X-ray exam of mastoids,Radiology
70134,X-ray exam of middle ear,Radiology
70140,X-ray exam of facial bones,Radiology
70150,X-ray exam of facial bones,Radiology
70160,X-ray exam of nasal bones,Radiology
70170,X-ray exam of tear duct,Radiology
70190,X-ray exam of eye sockets,Radiology
70200,X-ray exam of eye sockets,Radiology
70210,X-ray exam of sinuses,Radiology
70220,X-ray exam of sinuses,Radiology
70240,X-ray exam pituitary saddle,Radiology
70250,X-ray exam of skull,Radiology
70260,X-ray exam of skull,Radiology
70300,X-ray exam of teeth,Radiology
70310,X-ray exam of teeth,Radiology
70320,Full mouth x-ray of teeth,Radiology
70328,X-ray exam of jaw joint,Radiology
70330,X-ray exam of jaw joints,Radiology
70332,X-ray exam of jaw joint,Radiology
70336,Magnetic image jaw joint,Radiology
70350,X-ray head for orthodontia,Radiology
70355,Panoramic x-ray of jaws,Radiology
70360,X-ray exam of neck,Radiology
70370,Throat x-ray & fluoroscopy,Radiology
70371,Speech evaluation complex,Radiology
70380,X-ray exam of salivary gland,Radiology
70390,X-ray exam of salivary duct,Radiology
70450,Ct head/brain w/o dye,Radiology
70460,Ct head/brain w/dye,Radiology
70470,Ct head/brain w/o & w/dye,Radiology
70480,Ct orbit/ear/fossa w/o dye,Radiology
70481,Ct orbit/ear/fossa w/dye,Radiology
70482,Ct orbit/ear/fossa w/o&w/dye,Radiology
70486,Ct maxillofacial w/o dye,Radiology
70487,Ct maxillofacial w/dye,Radiology
70488,Ct maxillofacial w/o & w/dye,Radiology
70490,Ct soft tissue neck w/o dye,Radiology
70491,Ct soft tissue neck w/dye,Radiology
70492,Ct sft tsue nck w/o & w/dye,Radiology
70496,Ct angiography head,Radiology
70498,Ct angiography neck,Radiology
70540,Mri orbit/face/neck w/o dye,Radiology
70542,Mri orbit/face/neck w/dye,Radiology
70543,Mri orbt/fac/nck w/o &w/dye,Radiology
70544,Mr angiography head w/o dye,Radiology
70545,Mr angiography head w/dye,Radiology
70546,Mr angiograph head w/o&w/dye,Radiology
70547,Mr angiography neck w/o dye,Radiology
70548,Mr angiography neck w/dye,Radiology
70549,Mr angiograph neck w/o&w/dye,Radiology
70551,Mri brain stem w/o dye,Radiology
70552,Mri brain stem w/dye,Radiology
70553,Mri brain stem w/o & w/dye,Radiology
70554,Fmri brain by tech,Radiology
70555,Fmri brain by phys/psych,Radiology
70557,Mri brain w/o dye,Radiology
70558,Mri brain w/dye,Radiology
70559,Mri brain w/o & w/dye,Radiology
71045,X-ray exam chest 1 view,Radiology
71046,X-ray exam chest 2 views,Radiology
71047,X-ray exam chest 3 views,Radiology
71048,X-ray exam chest 4+ views,Radiology
71100,X-ray exam ribs uni 2 views,Radiology
71101,X-ray exam unilat ribs/chest,Radiology
71110,X-ray exam ribs bil 3 views,Radiology
71111,X-ray exam ribs/chest4/> vws,Radiology
71120,X-ray exam breastbone 2/>vws,Radiology
71130,X-ray strenoclavic jt 3/>vws,Radiology
71250,Ct thorax dx c-,Radiology
71260,Ct thorax dx c+,Radiology
71270,Ct thorax dx c-/c+,Radiology
71271,Ct thorax lung cancer scr c-,Radiology
71275,Ct angiography chest,Radiology
71550,Mri chest w/o dye,Radiology
71551,Mri chest w/dye,Radiology
71552,Mri chest w/o & w/dye,Radiology
71555,Mri angio chest w or w/o dye,Radiology
72020,X-ray exam of spine 1 view,Radiology
72040,X-ray exam neck spine 2-3 vw,Radiology
72050,X-ray exam neck spine 4/5vws,Radiology
72052,X-ray exam neck spine 6/>vws,Radiology
72070,X-ray exam thorac spine 2vws,Radiology
72072,X-ray exam thorac spine 3vws,Radiology
72074,X-ray exam thorac spine4/>vw,Radiology
72080,X-ray exam thoracolmb 2/> vw,Radiology
72081,X-ray exam entire spi 1 vw,Radiology
72082,X-ray exam entire spi 2/3 vw,Radiology
72083,X-ray exam entire spi 4/5 vw,Radiology
72084,X-ray exam entire spi 6/> vw,Radiology
72100,X-ray exam l-s spine 2/3 vws,Radiology
72110,X-ray exam l-2 spine 4/>vws,Radiology
72114,X-ray exam l-s spine bending,Radiology
72120,X-ray bend only l-s spine,Radiology
72125,Ct neck spine w/o dye,Radiology
72126,Ct neck spine w/dye,Radiology
72127,Ct neck spine w/o & w/dye,Radiology
72128,Ct chest spine w/o dye,Radiology
72129,Ct chest spine w/dye,Radiology
72130,Ct chest spine w/o & w/dye,Radiology
72131,Ct lumbar spine w/o dye,Radiology
72132,Ct lumbar spine w/dye,Radiology
72133,Ct lumbar spine w/o & w/dye,Radiology
72141,Mri neck spine w/o dye,Radiology
72142,Mri neck spine w/dye,Radiology
72146,Mri chest spine w/o dye,Radiology
72147,Mri chest spine w/dye,Radiology
72148,Mri lumbar spine w/o dye,Radiology
72149,Mri lumbar spine w/dye,Radiology
72156,Mri neck spine w/o & w/dye,Radiology
72157,Mri chest spine w/o & w/dye,Radiology
72158,Mri lumbar spine w/o & w/dye,Radiology
72159,Mr angio spine w/o&w/dye,Radiology
72170,X-ray exam of pelvis,Radiology
72190,X-ray exam of pelvis,Radiology
72191,Ct angiograph pelv w/o&w/dye,Radiology
72192,Ct pelvis w/o dye,Radiology
72193,Ct pelvis w/dye,Radiology
72194,Ct pelvis w/o & w/dye,Radiology
72195,Mri pelvis w/o dye,Radiology
72196,Mri pelvis w/dye,Radiology
72197,Mri pelvis w/o & w/dye,Radiology
72198,Mr angio pelvis w/o & w/dye,Radiology
72200,X-ray exam si joints,Radiology
72202,X-ray exam si joints 3/> vws,Radiology
72220,X-ray exam sacrum tailbone,Radiology
72240,Myelography neck spine,Radiology
72255,Myelography thoracic spine,Radiology
72265,Myelography l-s spine,Radiology
72270,Myelogphy 2/> spine regions,Radiology
72285,Discography cerv/thor spine,Radiology
72295,X-ray of lower spine disk,Radiology
73000,X-ray exam of collar bone,Radiology
73010,X-ray exam of shoulder blade,Radiology
73020,X-ray exam of shoulder,Radiology
73030,X-ray exam of shoulder,Radiology
73040,Contrast x-ray of shoulder,Radiology
73050,X-ray exam of shoulders,Radiology
73060,X-ray exam of humerus,Radiology
73070,X-ray exam of elbow,Radiology
73080,X-ray exam of elbow,Radiology
73085,Contrast x-ray of elbow,Radiology
73090,X-ray exam of forearm,Radiology
73092,X-ray exam of arm infant,Radiology
73100,X-ray exam of wrist,Radiology
73110,X-ray exam of wrist,Radiology
73115,Contrast x-ray of wrist,Radiology
73120,X-ray exam of hand,Radiology
73130,X-ray exam of hand,Radiology
73140,X-ray exam of finger(s),Radiology
73200,Ct upper extremity w/o dye,Radiology
73201,Ct upper extremity w/dye,Radiology
73202,Ct uppr extremity w/o&w/dye,Radiology
73206,Ct angio upr extrm w/o&w/dye,Radiology
73218,Mri upper extremity w/o dye,Radiology
73219,Mri upper extremity w/dye,Radiology
73220,Mri uppr extremity w/o&w/dye,Radiology
73221,Mri joint upr extrem w/o dye,Radiology
73222,Mri joint upr extrem w/dye,Radiology
73223,Mri joint upr extr w/o&w/dye,Radiology
73225,Mr angio upr extr w/o&w/dye,Radiology
73501,X-ray exam hip uni 1 view,Radiology
73502,X-ray exam hip uni 2-3 views,Radiology
73503,X-ray exam hip uni 4/> views,Radiology
73521,X-ray exam hips bi 2 views,Radiology
73522,X-ray exam hips bi 3-4 views,Radiology
73523,X-ray exam hips bi 5/> views,Radiology
73525,Contrast x-ray of hip,Radiology
73551,X-ray exam of femur 1,Radiology
73552,X-ray exam of femur 2/>,Radiology
73560,X-ray exam of knee 1 or 2,Radiology
73562,X-ray exam of knee 3,Radiology
73564,X-ray exam knee 4 or more,Radiology
73565,X-ray exam of knees,Radiology
73580,Contrast x-ray of knee joint,Radiology
73590,X-ray exam of lower leg,Radiology
73592,X-ray exam of leg infant,Radiology
73600,X-ray exam of ankle,Radiology
73610,X-ray exam of ankle,Radiology
73615,Contrast x-ray of ankle,Radiology
73620,X-ray exam of foot,Radiology
73630,X-ray exam of foot,Radiology
73650,X-ray exam of heel,Radiology
73660,X-ray exam of toe(s),Radiology
73700,Ct lower extremity w/o dye,Radiology
73701,Ct lower extremity w/dye,Radiology
73702,Ct lwr extremity w/o&w/dye,Radiology
73706,Ct angio lwr extr w/o&w/dye,Radiology
73718,Mri lower extremity w/o dye,Radiology
73719,Mri lower extremity w/dye,Radiology
73720,Mri lwr extremity w/o&w/dye,Radiology
73721,Mri jnt of lwr extre w/o dye,Radiology
73722,Mri joint of lwr extr w/dye,Radiology
73723,Mri joint lwr extr w/o&w/dye,Radiology
73725,Mr ang lwr ext w or w/o dye,Radiology
74018,Radex abdomen 1 view,Radiology
74019,Radex abdomen 2 views,Radiology
74021,Radex abdomen 3+ views,Radiology
74022,Radex compl aqt abd series,Radiology
74150,Ct abdomen w/o contrast,Radiology
74160,Ct abdomen w/contrast,Radiology
74170,Ct abd wo cntrst flwd cntrst,Radiology
74174,Cta abd&plvs w/contrast,Radiology
74175,Cta abdomen w/contrast,Radiology
74176,Ct abd & pelvis w/o contrast,Radiology
74177,Ct abd & pelvis w/contrast,Radiology
74178,Ct abd&plv wo cntr flwd cntr,Radiology
74181,Mri abdomen w/o contrast,Radiology
74182,Mri abdomen w/contrast,Radiology
74183,Mri abd w/o cntr flwd cntr,Radiology
74185,Mra abd w or w/o cntrst,Radiology
74190,Peritoneogram rs&i,Radiology
74210,X-ray xm phrnx&/crv esoph c+,Radiology
74220,X-ray xm esophagus 1cntrst,Radiology
74221,X-ray xm esophagus 2cntrst,Radiology
74230,X-ray xm swlng funcj c+,Radiology
74235,Remove esophagus obstruction,Radiology
74240,X-ray xm upr gi trc 1cntrst,Radiology
74246,X-ray xm upr gi trc 2cntrst,Radiology
74248,X-ray sm int f-thru std,Radiology
74250,X-ray xm sm int 1cntrst std,Radiology
74251,X-ray xm sm int 2cntrst std,Radiology
74261,Ct colonography dx,Radiology
74262,Ct colonography dx w/dye,Radiology
74263,Ct colonography screening,Radiology
74270,X-ray xm colon 1cntrst std,Radiology
74280,X-ray xm colon 2cntrst std,Radiology
74283,Ther nma rdctj intus/obstrcj,Radiology
74290,Contrast x-ray gallbladder,Radiology
74300,X-ray bile ducts/pancreas,Radiology
74301,X-rays at surgery add-on,Radiology
74328,X-ray bile duct endoscopy,Radiology
74329,X-ray for pancreas endoscopy,Radiology
74330,X-ray bile/panc endoscopy,Radiology
74340,X-ray guide for gi tube,Radiology
74355,X-ray guide intestinal tube,Radiology
74360,X-ray guide gi dilation,Radiology
74363,X-ray bile duct dilation,Radiology
74400,Urography iv +-kub tomog,Radiology
74410,Urography nfs drip&/bolus,Radiology
74415,Urography nfs drip&/bls w/nf,Radiology
74420,Urography rtrgr +-kub,Radiology
74425,Urography antegrade rs&i,Radiology
74430,Contrast x-ray bladder,Radiology
74440,X-ray male genital tract,Radiology
74445,X-ray exam of penis,Radiology
74450,X-ray urethra/bladder,Radiology
74455,X-ray urethra/bladder,Radiology
74470,X-ray exam of kidney lesion,Radiology
74485,Dilation urtr/urt rs&i,Radiology
74712,Mri fetal sngl/1st gestation,Radiology
74713,Mri fetal ea addl gestation,Radiology
74740,X-ray female genital tract,Radiology
74742,X-ray fallopian tube,Radiology
74775,X-ray exam of perineum,Radiology
75557,Cardiac mri for morph,Radiology
75559,Cardiac mri w/stress img,Radiology
75561,Cardiac mri for morph w/dye,Radiology
75563,Card mri w/stress img & dye,Radiology
75565,Card mri veloc flow mapping,Radiology
75571,Ct hrt w/o dye w/ca test,Radiology
75572,Ct hrt w/3d image,Radiology
75573,Ct hrt c+ strux cgen hrt ds,Radiology
75574,Ct angio hrt w/3d image,Radiology
75580,N-invas est c ffr sw aly cta,Radiology
75600,Contrast exam thoracic aorta,Radiology
75605,Contrast exam thoracic aorta,Radiology
75625,Contrast exam abdominl aorta,Radiology
75630,X-ray aorta leg arteries,Radiology
75635,Ct angio abdominal arteries,Radiology
75705,Artery x-rays spine,Radiology
75710,Artery x-rays arm/leg,Radiology
75716,Artery x-rays arms/legs,Radiology
75726,Artery x-rays abdomen,Radiology
75731,Artery x-rays adrenal gland,Radiology
75733,Artery x-rays adrenals,Radiology
75736,Artery x-rays pelvis,Radiology
75741,Artery x-rays lung,Radiology
75743,Artery x-rays lungs,Radiology
75746,Artery x-rays lung,Radiology
75756,Artery x-rays chest,Radiology
75774,Artery x-ray each vessel,Radiology
75801,Lymph vessel x-ray arm/leg,Radiology
75803,Lymph vessel x-ray arms/legs,Radiology
75805,Lymph vessel x-ray trunk,Radiology
75807,Lymph vessel x-ray trunk,Radiology
75809,Nonvascular shunt x-ray,Radiology
75810,Vein x-ray spleen/liver,Radiology
75820,Vein x-ray arm/leg,Radiology
75822,Vein x-ray arms/legs,Radiology
75825,Vein x-ray trunk,Radiology
75827,Vein x-ray chest,Radiology
75831,Vein x-ray kidney,Radiology
75833,Vein x-ray kidneys,Radiology
75840,Vein x-ray adrenal gland,Radiology
75842,Vein x-ray adrenal glands,Radiology
75860,Vein x-ray neck,Radiology
75870,Vein x-ray skull,Radiology
75872,Vein x-ray skull epidural,Radiology
75880,Vein x-ray eye socket,Radiology
75885,Vein x-ray liver w/hemodynam,Radiology
75887,Vein x-ray liver w/o hemodyn,Radiology
75889,Vein x-ray liver w/hemodynam,Radiology
75891,Vein x-ray liver,Radiology
75893,Venous sampling by catheter,Radiology
75894,X-rays transcath therapy,Radiology
75898,Follow-up angiography,Radiology
75901,Remove cva device obstruct,Radiology
75902,Remove cva lumen obstruct,Radiology
75956,Xray endovasc thor ao repr,Radiology
75957,Xray endovasc thor ao repr,Radiology
75958,Xray place prox ext thor ao,Radiology
75959,Xray place dist ext thor ao,Radiology
75970,Vascular biopsy,Radiology
75984,Xray control catheter change,Radiology
75989,Abscess drainage under x-ray,Radiology
76000,Fluoroscopy <1 hr phys/qhp,Radiology
76010,X-ray nose to rectum,Radiology
76014,Mr sfty implt&/fb asmt stf 1,Radiology
76015,Mr sfty mplt&/fb asmt stf ea,Radiology
76016,Mr safety deter phys/qhp,Radiology
76017,Mr sfty med physics xm cstmz,Radiology
76018,Mr safety implant elec prepj,Radiology
76019,Mr safety implt pos&/immoblj,Radiology
76080,X-ray exam of fistula,Radiology
76098,X-ray exam surgical specimen,Radiology
76100,X-ray exam of body section,Radiology
76120,Cine/video x-rays,Radiology
76125,Cine/video x-rays add-on,Radiology
76140,X-ray consultation,Radiology
76145,Med physic dos eval rad exps,Radiology
76376,3d render w/intrp postproces,Radiology
76377,3d render w/intrp postproces,Radiology
76380,Cat scan follow-up study,Radiology
76390,Mr spectroscopy,Radiology
76391,Mr elastography,Radiology
76496,Unlisted fluoroscopic px,Radiology
76497,Unlisted ct procedure,Radiology
76498,Unlisted mr procedure,Radiology
76499,Unlisted dx radiographic px,Radiology
76506,Echo exam of head,Radiology
76510,Oph us dx b-scan&quan a-scan,Radiology
76511,Oph us dx quan a-scan only,Radiology
76512,Oph us dx b-scan,Radiology
76513,Oph us dx ant sgm us uni/bi,Radiology
76514,Echo exam of eye thickness,Radiology
76516,Echo exam of eye,Radiology
76519,Echo exam of eye,Radiology
76529,Echo exam of eye,Radiology
76536,Us exam of head and neck,Radiology
76604,Us exam chest,Radiology
76641,Ultrasound breast complete,Radiology
76642,Ultrasound breast limited,Radiology
76700,Us exam abdom complete,Radiology
76705,Echo exam of abdomen,Radiology
76706,Us abdl aorta screen aaa,Radiology
76770,Us exam abdo back wall comp,Radiology
76775,Us exam abdo back wall lim,Radiology
76776,Us exam k transpl w/doppler,Radiology
76800,Us exam spinal canal,Radiology
76801,Ob us < 14 wks single fetus,Radiology
76802,Ob us < 14 wks addl fetus,Radiology
76805,Ob us >= 14 wks sngl fetus,Radiology
76810,Ob us >= 14 wks addl fetus,Radiology
76811,Ob us detailed sngl fetus,Radiology
76812,Ob us detailed addl fetus,Radiology
76813,Ob us nuchal meas 1 gest,Radiology
76814,Ob us nuchal meas add-on,Radiology
76815,Ob us limited fetus(s),Radiology
76816,Ob us follow-up per fetus,Radiology
76817,Transvaginal us obstetric,Radiology
76818,Fetal biophys profile w/nst,Radiology
76819,Fetal biophys profil w/o nst,Radiology
76820,Umbilical artery echo,Radiology
76821,Middle cerebral artery echo,Radiology
76825,Echo exam of fetal heart,Radiology
76826,Echo exam of fetal heart,Radiology
76827,Echo exam of fetal heart,Radiology
76828,Echo exam of fetal heart,Radiology
76830,Transvaginal us non-ob,Radiology
76831,Echo exam uterus,Radiology
76856,Us exam pelvic complete,Radiology
76857,Us exam pelvic limited,Radiology
76870,Us exam scrotum,Radiology
76872,Us transrectal,Radiology
76873,Echograp trans r pros study,Radiology
76881,Us compl joint r-t w/img,Radiology
76882,Us lmtd jt/fcl evl nvasc xtr,Radiology
76883,Us nrv&acc strux 1xtr compre,Radiology
76885,Us exam infant hips dynamic,Radiology
76886,Us exam infant hips static,Radiology
76932,Echo guide for heart biopsy,Radiology
76936,Echo guide for artery repair,Radiology
76937,Us guide vascular access,Radiology
76940,Us guide tissue ablation,Radiology
76941,Echo guide for transfusion,Radiology
76942,Echo guide for biopsy,Radiology
76945,Echo guide villus sampling,Radiology
76946,Echo guide for amniocentesis,Radiology
76948,Echo guide ova aspiration,Radiology
76965,Echo guidance radiotherapy,Radiology
76975,Gi endoscopic ultrasound,Radiology
76977,Us bone density measure,Radiology
76978,Us trgt dyn mbubb 1st les,Radiology
76979,Us trgt dyn mbubb ea addl,Radiology
76981,Use parenchyma,Radiology
76982,Use 1st target lesion,Radiology
76983,Use ea addl target lesion,Radiology
76984,Dx intraop thoracic aorta us,Radiology
76987,Dx intraop epicar car us chd,Radiology
76988,Dx ntrop epcr us chd img acq,Radiology
76989,Dx intraop epcar us chd i&r,Radiology
76998,Us guide intraop,Radiology
76999,Echo examination procedure,Radiology
77001,Fluoroguide for vein device,Radiology
77002,Needle localization by xray,Radiology
77003,Fluoroguide for spine inject,Radiology
77011,Ct scan for localization,Radiology
77012,Ct scan for needle biopsy,Radiology
77013,Ct guide for tissue ablation,Radiology
77014,Ct scan for therapy guide,Radiology
77021,Mri guidance ndl plmt rs&i,Radiology
77022,Mri gdn parnchyma tiss abltj,Radiology
77046,Mri breast c- unilateral,Radiology
77047,Mri breast c- bilateral,Radiology
77048,Mri breast c-+ w/cad uni,Radiology
77049,Mri breast c-+ w/cad bi,Radiology
77053,X-ray of mammary duct,Radiology
77054,X-ray of mammary ducts,Radiology
77061,Breast tomosynthesis uni,Radiology
77062,Breast tomosynthesis bi,Radiology
77063,Breast tomosynthesis bi,Radiology
77065,Dx mammo incl cad uni,Radiology
77066,Dx mammo incl cad bi,Radiology
77067,Scr mammo bi incl cad,Radiology
77071,Mnl appl strs jt radiography,Radiology
77072,Bone age studies,Radiology
77073,Bone length studies,Radiology
77074,Radex osseous survey lmtd,Radiology
77075,Radex osseous survey compl,Radiology
77076,Radex osseous survey infant,Radiology
77077,Joint survey single view,Radiology
77078,Ct bone density axial,Radiology
77080,Dxa bone density axial,Radiology
