code,description,service
34001,003Patient refused to participate,
35001,003Patient unable to complete the shoulder fs prom at initial evaluation and/or,
35002,"004discharge due to blindness; illiteracy; severe mental incapacity or language",
35003,004incompatibility and an adequate proxy is not available,
36001,003Patient refused to participate,
37001,003Patient unable to complete the elbow/wrist/hand fs prom at initial evaluation,
37002,"004and/or discharge due to blindness; illiteracy; severe mental incapacity or",
37003,004language incompatibility and an adequate proxy is not available,
38001,003Patient refused to participate,
39001,003Patient unable to complete the general orthopedic fs prom at initial evaluati,
39002,"004and/or discharge due to blindness; illiteracy; severe mental incapacity or",
39003,004language incompatibility and an adequate proxy is not available,
40001,003Hospice services given to patient any time during the measurement period,
41001,003Patients who use hospice services any time during the measurement period,
42001,003Psychiatric symptoms assessed,
43001,"003Psychiatric symptoms not assessed; reason not otherwise specified",
44001,003Patient not eligible due to active diagnosis of hypertension,
45001,003Documented reason for not screening or recommending a follow-up for high bloo,
45002,004pressure,
46001,003Patient has mitral stenosis or prosthetic heart valves or patient has transie,
46002,"004or reversible cause of af (e.g.; pneumonia; hyperthyroidism; pregnancy; cardi",
46003,004surgery),
47001,003Patient is undergoing palliative dialysis with a catheter,
48001,003Patient approved by a qualified transplant program and scheduled to receive a,
48002,004living donor kidney transplant,
49001,003Patient is undergoing palliative dialysis with a catheter,
50001,003Patient approved by a qualified transplant program and scheduled to receive a,
50002,004living donor kidney transplant,
51001,003Patient died at any time during the 24-month measurement period,
52001,003Emergency surgery,
53001,003Documentation of medical reason for not conducting a search for dicom format,
53002,004images for prior patient ct imaging studies completed at non-affiliated,
53003,004external healthcare facilities or entities within the past 12 months that are,
53004,"004available through a secure; authorized; media-free; shared archive (e.g.;",
53005,"004trauma; acute myocardial infarction; stroke; aortic aneurysm where time is of",
53006,004the essence),
54001,003A finding of an incidental pulmonary nodule,
55001,003Documentation of medical reason(s) for not including a recommended interval a,
55002,"004modality for follow-up or for no follow-up; and source of recommendations",
55003,"004(e.g.; patients with unexplained fever; immunocompromised patients who are at",
55004,004risk for infection),
56001,003Surgical procedures that included the use of silicone oil,
57001,003Surgical procedures that included the use of silicone oil,
58001,003Patient in hospice at any time during the measurement period,
59001,003History of preoperative posterior capsule rupture,
60001,003Patients who use hospice services any time during the measurement period,
61001,003Patients who use hospice services any time during the measurement period,
62001,003Patient had at least two hpv vaccines (with at least 146 days between the two,
62002,004or three hpv vaccines on or between the patient's 9th and 13th birthdays,
63001,003Patient did not have at least two hpv vaccines (with at least 146 days betwee,
63002,004the two) or three hpv vaccines on or between the patient's 9th and 13th,
63003,004birthdays,
64001,003Patient has been treated with a systemic medication for psoriasis vulgaris,
65001,003Documentation that the patient declined change in medication or alternative,
65002,"004therapies were unavailable; has documented contraindications; or has not been",
65003,"004treated with a systemic medication for at least six consecutive months (e.g.;",
65004,004experienced adverse effects or lack of efficacy with all other therapy option,
65005,"004in order to achieve better disease control as measured by pga; bsa; pasi; or",
65006,004dlqi,
66001,003Patients who are transferred from one institution to another with a known,
66002,004diagnosis of cva for endovascular stroke treatment,
67001,003Hospitalized patients with newly diagnosed cva considered for endovascular,
67002,004stroke treatment,
68001,003Patients who utilize hospice services any time during the measurement period,
69001,003Patient had a bone mineral density test in the past two years or received,
69002,004osteoporosis medication or therapy in the past 12 months,
70001,003Peripheral nerve block (pnb),
71001,003At least 1 body temperature measurement equal to or greater than 35.5 degrees,
71002,004celsius (or 95.9 degrees fahrenheit) achieved within the 30 minutes immediate,
71003,004before or 15 minutes immediately after anesthesia end time,
72001,003Documentation of medical reason(s) for not achieving at least 1 body,
72002,004temperature measurement equal to or greater than 35.5 degrees celsius (or 95.,
72003,004degrees fahrenheit) within the 30 minutes immediately before or 15 minutes,
72004,"004immediately after anesthesia end time (e.g.; emergency cases; intentional",
72005,"004hypothermia; etc.)",
73001,003At least 1 body temperature measurement equal to or greater than 35.5 degrees,
73002,004celsius (or 95.9 degrees fahrenheit) not achieved within the 30 minutes,
73003,"004immediately before or 15 minutes immediately after anesthesia end time; reaso",
73004,004not given,
74001,003Patients who have had a hysterectomy,
75001,003Patient received at least 2 prophylactic pharmacologic anti-emetic agents of,
75002,004different classes preoperatively and/or intraoperatively,
76001,003Documentation of medical reason for not receiving at least 2 prophylactic,
76002,004pharmacologic anti-emetic agents of different classes preoperatively and/or,
76003,"004intraoperatively  (e.g.; intolerance or other medical reason)",
77001,003Patient did not receive at least 2 prophylactic pharmacologic anti-emetic,
77002,004agents of different classes preoperatively and/or intraoperatively,
78001,003Patients who have a diagnosis of pregnancy at any time during the measurement,
78002,004period,
79001,003Patients who are breastfeeding at any time during the performance period,
80001,003Patients who have a diagnosis of rhabdomyolysis at any time during the,
80002,004performance period,
81001,003Documentation of medical reason(s) for not currently being a statin therapy,
81002,"004user or receiving an order (prescription) for statin therapy (e.g.; patients",
81003,004with statin-associated muscle symptoms or an allergy to statin medication,
81004,"004therapy; patients who are receiving palliative or hospice care; patients with",
81005,"004active liver disease or hepatic disease or insufficiency; patients with end",
81006,"004stage renal disease [esrd]; or other medical reasons)",
82001,003History of or active diagnosis of familial hypercholesterolemia,
83001,003Documentation of patients with diabetes who have a most recent fasting or,
83002,004direct ldl- c laboratory test result < 70 mg/dl and are not taking statin,
83003,004therapy,
84001,003Pathologists/dermatopathologists providing a second opinion on a biopsy,
85001,"003Pathology report diagnosing cutaneous basal cell carcinoma; squamous cell",
85002,"004carcinoma; or melanoma (to include in situ disease) sent from the pathologist",
85003,004dermatopathologist to the biopsying clinician for review within 7 days from t,
85004,004time when the tissue specimen was received by the pathologist,
86001,"003Pathology report diagnosing cutaneous basal cell carcinoma; squamous cell",
86002,"004carcinoma; or melanoma (to include in situ disease) was not sent from the",
86003,004pathologist/ dermatopathologist to the biopsying clinician for review within,
86004,004days from the time when the tissue specimen was received by the pathologist,
87001,003Patient alive as of the last day of the measurement year,
88001,003Most recent bp is less than or equal to 140/90 mm hg,
89001,"003Blood pressure recorded during inpatient stays; emergency room visits; or",
89002,004urgent care visits,
90001,"003Most recent bp is greater than 140/90 mm hg; or blood pressure not documented",
91001,003Most recent tobacco status is tobacco free,
92001,003Most recent tobacco status is not tobacco free,
93001,003Patient is currently on a daily aspirin or other antiplatelet,
94001,003Documentation of medical reason(s) for not on a daily aspirin or other,
94002,"004antiplatelet (e.g.; history of gastrointestinal bleed; intra-cranial bleed;",
94003,"004idiopathic thrombocytopenic purpura (itp); gastric bypass or documentation of",
94004,004active anticoagulant use during the measurement period),
95001,003Patient is not currently on a daily aspirin or other antiplatelet,
96001,003Patient is currently on a statin therapy,
97001,003Patient is not on a statin therapy,
98001,003Discharge(s) for ami between july 1 of the year prior measurement period to,
98002,004june 30 of the measurement period,
99001,003Patients with a medication dispensing event indicator of a history of asthma,
99002,004any time during the patient's history through the end of the measure period,
00001,003Patients who are identified as having an intolerance or allergy to beta-block,
00002,004therapy,
01001,003Hospitalizations in which the patient was transferred directly to a non-acute,
01002,004care facility for any diagnosis,
02001,003Patients who use hospice services any time during the measurement period,
03001,003Patient prescribed at least a 135 day treatment within the 180-day measuremen,
03002,004interval with beta-blockers post-discharge for ami,
04001,003Patient was not prescribed at least a 135 day treatment within the 180-day,
04002,004measurement interval with beta-blockers post-discharge for ami,
05001,003Patients who use hospice services any time during the measurement period,
06001,003Patients who received cervical cytology or an hpv test,
07001,003Patients who did not receive cervical cytology or an hpv test,
08001,003Any patients who had no asthma controller medications dispensed during the,
08002,004measurement year,
09001,003Patients who use hospice services any time during the measurement period,
10001,003Patient achieved a pdc of at least 75% for their asthma controller medication,
11001,003Patient did not achieve a pdc of at least 75% for their asthma controller,
11002,004medication,
12001,003Patient died including all deaths occurring during the hospitalization in whi,
12002,"004the operation was performed; even if after 30 days; and those deaths occurrin",
12003,"004after discharge from the hospital; but within 30 days of the procedure",
13001,003Patient did not die within 30 days of the procedure or during the index,
13002,004hospitalization,
14001,003Death occurring during the index acute care hospitalization,
15001,003Death did not occur during the index acute care hospitalization,
16001,003Death occurring after discharge from the hospital but within 30 days post,
16002,004procedure,
17001,003Death did not occur after discharge from the hospital within 30 days post,
17002,004procedure,
18001,003Documentation of sexual activity,
19001,003Patients who use hospice services any time during the measurement period,
20001,003Documentation of a chlamydia screening test with proper follow-up,
21001,003No documentation of a chlamydia screening test with proper follow-up,
22001,003Patients who had an endometrial ablation procedure during the 12 months prior,
22002,004to the index date (exclusive of the index date),
23001,003Endometrial sampling or hysteroscopy with biopsy and results documented durin,
23002,004the 12 months prior to the index date (exclusive of the index date) of the,
23003,004endometrial ablation,
24001,003Endometrial sampling or hysteroscopy with biopsy and results not documented,
24002,004during the 12 months prior to the index date (exclusive of the index date) of,
24003,004the endometrial ablation,
25001,003Her-2/neu negative or undocumented/unknown,
26001,003Patient transferred to practice after initiation of chemotherapy,
27001,003Her2-targeted therapies not administered during the initial course of treatme,
28001,003Her2-targeted therapies administered during the initial course of treatment,
29001,003Breast adjuvant chemotherapy administered,
30001,003Her-2/neu positive,
31001,003Ajcc stage at breast cancer diagnosis = ii or iii,
32001,003Ajcc stage at breast cancer diagnosis = i (ia or ib) and t-stage at breast,
32002,"004cancer diagnosis does not equal = t1; t1a; t1b",
33001,003Patient transfer to practice after initiation of chemotherapy,
34001,003Patient has metastatic disease at diagnosis,
35001,003Trastuzumab administered within 12 months of diagnosis,
36001,"003Reason for not administering trastuzumab documented (e.g. patient declined;",
36002,"004patient died; patient transferred; contraindication or other clinical",
36003,"004exclusion; neoadjuvant chemotherapy or radiation not complete)",
37001,003Trastuzumab not administered within 12 months of diagnosis,
38001,003Patient has metastatic disease at diagnosis,
39001,003Anti-egfr monoclonal antibody therapy,
40001,003Ras (kras and nras) gene mutation testing performed before initiation of,
40002,004anti-egfr moab,
41001,003Ras (kras and nras) gene mutation testing not performed before initiation of,
41002,004anti-egfr moab,
42001,003Patient has metastatic disease at diagnosis,
43001,003Ras (kras or nras) gene mutation,
44001,003Patient did not receive anti-egfr monoclonal antibody therapy,
45001,003Patient received anti-egfr monoclonal antibody therapy,
46001,003Patients who died from cancer,
47001,003Patient received systemic cancer-directed therapy in the last 14 days of life,
48001,003Patient did not receive systemic cancer-directed therapy in the last 14 days,
48002,004life,
49001,003Patients who died from cancer,
50001,003Patient had more than one emergency department visit in the last 30 days of l,
51001,003Patient had one or less emergency department visits in the last 30 days of li,
52001,003Patients who died from cancer,
53001,003Patient admitted to the icu in the last 30 days of life,
54001,003Patient was not admitted to the icu in the last 30 days of life,
55001,003Patients who died from cancer,
56001,003Patient was not admitted to hospice,
57001,003Patient admitted to hospice,
58001,003Patient enrolled in hospice,
59001,003Patients who died from cancer,
60001,003Patient spent less than three days in hospice care,
61001,003Patient spent greater than or equal to three days in hospice care,
62001,003Documentation of medical reason(s) for not recommending at least a 10 year,
62002,"004follow-up interval (e.g.; inadequate prep; familial or personal history of",
62003,"004colonic polyps; patient had no adenoma and age is = 66 years old; or life",
62004,"004expectancy < 10 years old; other medical reasons)",
68001,"003Receipt and analysis of remote; asynchronous images for dermatologic and/or",
68002,"004ophthalmologic evaluation; for use only in a medicare-approved cmmi model; le",
68003,004than 10 minutes,
69001,"003Receipt and analysis of remote; asynchronous images for dermatologic and/or",
69002,"004ophthalmologic evaluation; for use only in a medicare-approved cmmi model;",
69003,00410-20 minutes,
70001,"003Receipt and analysis of remote; asynchronous images for dermatologic and/or",
70002,"004ophthalmologic evaluation; for use only in a medicare-approved cmmi model; mo",
70003,004than 20 minutes,
73001,003First medicare diabetes prevention program (mdpp) core session was attended b,
73002,004an mdpp beneficiary under the mdpp expanded model (em).  a core session is an,
73003,004mdpp service that: (1)  is furnished by an mdpp supplier during months 1,
73004,004through 6 of the mdpp services period; (2)  is approximately 1 hour in length,
73005,004and (3) adheres to a cdc-approved dpp curriculum for core sessions,
74001,003Four total medicare diabetes prevention program (mdpp) core sessions were,
74002,004attended by an mdpp beneficiary under the mdpp expanded model (em).  a core,
74003,004session is an mdpp service that: (1)  is furnished by an mdpp supplier during,
74004,004months 1 through 6 of the mdpp services period; (2)  is approximately 1 hour,
74005,004length; and (3) adheres to a cdc-approved dpp curriculum for core sessions,
75001,003Nine total medicare diabetes prevention program (mdpp) core sessions were,
75002,004attended by an mdpp beneficiary under the mdpp expanded model (em).  a core,
75003,004session is an mdpp service that: (1)  is furnished by an mdpp supplier during,
75004,004months 1 through 6 of the mdpp services period; (2)  is approximately 1 hour,
75005,004length; and (3) adheres to a cdc-approved dpp curriculum for core sessions,
76001,003Two medicare diabetes prevention program (mdpp) core maintenance sessions (ms,
76002,004were attended by an mdpp beneficiary in months (mo) 7-9 under the mdpp expand,
76003,004model (em).  a core maintenance session is an mdpp service that: (1) is,
76004,004furnished by an mdpp supplier during months 7 through 12 of the mdpp services,
76005,004period; (2) is approximately 1 hour in length; and (3) adheres to a,
76006,004cdc-approved dpp curriculum for maintenance sessions.  the beneficiary did no,
76007,"004achieve at least 5% weight loss (wl) from his/her baseline weight; as measure",
76008,004by at least one in-person weight measurement at a core maintenance session in,
76009,004months 7-9,
77001,003Two medicare diabetes prevention program (mdpp) core maintenance sessions (ms,
77002,004were attended by an mdpp beneficiary in months (mo) 10-12 under the mdpp,
77003,004expanded model (em).  a core maintenance session is an mdpp service that: (1),
77004,004is furnished by an mdpp supplier during months 7 through 12 of the mdpp,
77005,004services period; (2) is approximately 1 hour in length; and (3) adheres to a,
77006,004cdc-approved dpp curriculum for maintenance sessions.  the beneficiary did no,
77007,"004achieve at least 5% weight loss (wl) from his/her baseline weight; as measure",
77008,004by at least one in-person weight measurement at a core maintenance session in,
77009,004months 10-12,
78001,003Two medicare diabetes prevention program (mdpp) core maintenance sessions (ms,
78002,004were attended by an mdpp beneficiary in months (mo) 7-9 under the mdpp expand,
78003,004model (em).  a core maintenance session is an mdpp service that: (1) is,
78004,004furnished by an mdpp supplier during months 7 through 12 of the mdpp services,
78005,004period; (2) is approximately 1 hour in length; and (3) adheres to a,
78006,004cdc-approved dpp curriculum for maintenance sessions.the beneficiary achieved,
78007,"004at least 5% weight loss (wl) from his/her baseline weight; as measured by at",
78008,004least one in-person weight measurement at a core maintenance session in month,
78009,0047-9,
79001,003Two medicare diabetes prevention program (mdpp) core maintenance sessions (ms,
79002,004were attended by an mdpp beneficiary in months (mo) 10-12 under the mdpp,
79003,004expanded model (em).  a core maintenance session is an mdpp service that: (1),
79004,004is furnished by an mdpp supplier during months 7 through 12 of the mdpp,
79005,004services period; (2) is approximately 1 hour in length; and (3) adheres to a,
79006,004cdc-approved dpp curriculum for maintenance sessions. the beneficiary achieve,
79007,"004at least 5% weight loss (wl) from his/her baseline weight; as measured by at",
79008,004least one in-person weight measurement at a core maintenance session in month,
79009,00410-12,
80001,003The mdpp beneficiary achieved at least 5% weight loss (wl) from his/her,
80002,004baseline weight in months 1-12 of the mdpp services period under the mdpp,
80003,004expanded model (em).  this is a one-time payment available when a beneficiary,
80004,004first achieves at least 5% weight loss from baseline as measured by an,
80005,004in-person weight measurement at a core session or core maintenance session,
81001,003The mdpp beneficiary achieved at least 9% weight loss (wl) from his/her,
81002,004baseline weight in months 1-24 under the mdpp expanded model (em).  this is a,
81003,004one-time payment available when a beneficiary first achieves at least 9% weig,
81004,004loss from baseline as measured by an in-person weight measurement at a core,
81005,"004session; core maintenance session; or ongoing maintenance session",
82001,003Two medicare diabetes prevention program (mdpp) ongoing maintenance sessions,
82002,004(ms) were attended by an mdpp beneficiary in months (mo) 13-15 under the mdpp,
82003,004expanded model (em).  an ongoing maintenance session is an mdpp service that:,
82004,004(1) is furnished by an mdpp supplier during months 13 through 24 of the mdpp,
82005,004services period; (2) is approximately 1 hour in length; and (3) adheres to a,
82006,004cdc-approved dpp curriculum for maintenance sessions. the beneficiary,
82007,"004maintained at least 5% weight loss (wl) from his/her baseline weight; as",
82008,004measured by at least one in-person weight measurement at an ongoing maintenan,
82009,004session in months 13-15,
83001,003Two medicare diabetes prevention program (mdpp) ongoing maintenance sessions,
83002,004(ms) were attended by an mdpp beneficiary in months (mo) 16-18 under the mdpp,
83003,004expanded model (em).  an ongoing maintenance session is an mdpp service that:,
83004,004(1) is furnished by an mdpp supplier during months 13 through 24 of the mdpp,
83005,004services period; (2) is approximately 1 hour in length; and (3) adheres to a,
83006,004cdc-approved dpp curriculum for maintenance sessions.  the beneficiary,
83007,"004maintained at least 5% weight loss (wl) from his/her baseline weight; as",
83008,004measured by at least one in-person weight measurement at an ongoing maintenan,
83009,004session in months 16-18,
84001,003Two medicare diabetes prevention program (mdpp) ongoing maintenance sessions,
84002,004(ms) were attended by an mdpp beneficiary in months (mo) 19-21 under the mdpp,
84003,004expanded model (em).  an ongoing maintenance session is an mdpp service that:,
84004,004(1) is furnished by an mdpp supplier during months 13 through 24 of the mdpp,
84005,004services period; (2) is approximately 1 hour in length; and (3) adheres to a,
84006,004cdc-approved dpp curriculum for maintenance sessions. the beneficiary,
84007,"004maintained at least 5% weight loss (wl) from his/her baseline weight; as",
84008,004measured by at least one in-person weight measurement at an ongoing maintenan,
84009,004session in months 19-21,
85001,003Two medicare diabetes prevention program (mdpp) ongoing maintenance sessions,
85002,004(ms) were attended by an mdpp beneficiary in months (mo) 22-24 under the mdpp,
85003,004expanded model (em).  an ongoing maintenance session is an mdpp service that:,
85004,004(1) is furnished by an mdpp supplier during months 13 through 24 of the mdpp,
85005,004services period; (2) is approximately 1 hour in length; and (3) adheres to a,
85006,004cdc-approved dpp curriculum for maintenance sessions.  the beneficiary,
85007,"004maintained at least 5% weight loss (wl) from his/her baseline weight; as",
85008,004measured by at least one in-person weight measurement at an ongoing maintenan,
85009,004session in months 22-24,
86001,"003Behavioral counseling for diabetes prevention; in-person; group; 60 minutes",
87001,"003Behavioral counseling for diabetes prevention; distance learning; 60 minutes",
88001,003Maintenance 5% wl from baseline weight in months 7-12,
90001,003Bridge payment: a one-time payment for the first medicare diabetes prevention,
90002,"004program (mdpp) core session; core maintenance session; or ongoing maintenance",
90003,004session furnished by an mdpp supplier to an mdpp beneficiary during months 1-,
90004,004of the mdpp expanded model (em) who has previously received mdpp services fro,
90005,004a different mdpp supplier under the mdpp expanded model.  a supplier may only,
90006,004receive one bridge payment per mdpp beneficiary,
91001,003Mdpp session reported as a line-item on a claim for a payable mdpp expanded,
91002,004model (em)  hcpcs code for a session furnished by the billing supplier under,
91003,004the mdpp expanded model and counting toward achievement of the attendance,
91004,004performance goal for the payable mdpp expanded model hcpcs code (this code is,
91005,004for reporting purposes only),
92001,003Documentation of patient reason(s) for not performing a dilated macular,
92002,004examination,
93001,"003Dilated macular exam was not performed; reason not otherwise specified",
94001,003Androgen deprivation therapy prescribed/administered in combination with,
94002,004external beam radiotherapy to the prostate,
95001,003Documentation of medical reason(s) for not prescribing/administering androgen,
95002,004deprivation therapy in combination with external beam radiotherapy to the,
95003,"004prostate (e.g.; salvage therapy)",
96001,003Documentation of patient reason(s) for not prescribing/administering androgen,
96002,004deprivation therapy in combination with external beam radiotherapy to the,
96003,004prostate,
97001,003Patients who were not prescribed/administered androgen deprivation therapy in,
97002,"004combination with external beam radiotherapy to the prostate; reason not given",
98001,003Patients age 66 or older in institutional special needs plans (snp) or residi,
98002,"004in long-term care with pos code 32; 33; 34; 54; or 56 for more than 90",
98003,004consecutive days during the measurement period,
99001,"003Screening; diagnostic; film; digital or digital breast tomosynthesis (3d)",
99002,004mammography results documented and reviewed,
00001,"003Screening; diagnostic; film; digital or digital breast tomosynthesis (3d)",
00002,"004mammography results were not documented and reviewed; reason not otherwise",
00003,004specified,
01001,003Patient age 66 or older in institutional special needs plans (snp) or residin,
01002,"004in long-term care with pos code 32; 33; 34; 54; or 56 for more than 90",
01003,004consecutive days during the measurement period,
02001,003Patient screened for tobacco use and identified as a tobacco user,
03001,003Patient screened for tobacco use and identified as a tobacco non-user,
04001,"003Documentation of medical reason(s) for not screening for tobacco use (e.g.;",
04002,"004limited life expectancy; other medical reason)",
05001,003Patient not screened for tobacco use,
06001,003Patient identified as a tobacco user received tobacco cessation intervention,
06002,004during the measurement period or in the six months prior to the measurement,
06003,004period (counseling and/or pharmacotherapy),
07001,003Documentation of medical reason(s) for not providing tobacco cessation,
07002,004intervention on the date of the encounter or within the previous 12 months,
07003,"004(e.g.; limited life expectancy; other medical reason)",
08001,003Patient identified as tobacco user did not receive tobacco cessation,
08002,004intervention during the measurement period or in the six months prior to the,
08003,004measurement period (counseling and/or pharmacotherapy),
09001,003Documentation of medical reason(s) for not  providing tobacco cessation,
09002,004intervention on the date of the encounter or within the previous 12 months if,
09003,"004identified as a tobacco user (e.g.; limited life expectancy; other medical",
09004,004reason),
10001,003Patients age 66 or older in institutional special needs plans (snp) or residi,
10002,"004in long-term care with pos code 32; 33; 34; 54 or 56 for more than 90",
10003,004consecutive days during the measurement period,
11001,003Clinically node negative (t1n0m0 or t2n0m0) invasive breast cancer before or,
11002,004after neoadjuvant  systemic therapy,
12001,003Hepatitis b virus (hbv) status assessed and results interpreted prior to,
12002,004initiating anti-tnf (tumor necrosis factor) therapy,
13001,003Hepatitis b virus (hbv) status not assessed and results interpreted prior to,
13002,"004initiating anti-tnf (tumor necrosis factor) therapy; reason not otherwise",
13003,004specified,
14001,003Patient initiated an anti-tnf agent,
15001,003No record of hbv results documented,
16001,003Functional status  performed once in the last 12 months,
17001,003Documentation of advanced stage dementia and caregiver knowledge is limited,
18001,"003Functional status not performed; reason not otherwise specified",
19001,003Screening performed and positive and provision of recommendations,
20001,003Screening performed and negative,
21001,"003No screening performed; partial screening performed or positive screen withou",
21002,004recommendations and reason is not given or otherwise specified,
22001,003Safety concerns screen provided and if positive then documented mitigation,
22002,004recommendations,
23001,003Safety concerns screen provided and negative,
24001,003Documentation of medical reason(s) for not providing safety concerns screen o,
24002,"004for not providing recommendations; orders or referrals for positive screen",
24003,"004(e.g.; patient in palliative care; other medical reason)",
25001,"003Safety concerns screening not provided; reason not otherwise specified",
26001,003Safety concerns screening positive screen is without provision of mitigation,
26002,"004recommendations; including but not limited to referral to other resources",
27001,003Documentation of system reason(s) for not prescribing an fda-approved,
27002,004anticoagulation due to patient being currently enrolled in a clinical trial,
27003,004related to af/atrial flutter treatment,
28001,"003Fda-approved anticoagulant not prescribed; reason not given",
29001,"003Patient with transient or reversible cause of af (e.g.; pneumonia;",
29002,"004hyperthyroidism; pregnancy; cardiac surgery)",
30001,003Patients who are receiving comfort care only,
31001,"003Documentation of cha2ds2-vasc risk score of 0 or 1 for men; or 0; 1; or 2 for",
31002,004women,
32001,003Documentation of patient reason(s) for not having records of negative or,
32002,"004managed positive tb screen (e.g.; patient does not return for mantoux (ppd)",
32003,004skin test evaluation),
33001,003Adenoma(s) or colorectal cancer detected during screening colonoscopy,
34001,003Documentation that neoplasm detected is only diagnosed as traditional serrate,
34002,"004adenoma; sessile serrated polyp; or sessile serrated adenoma",
35001,003Adenoma(s) or colorectal cancer not detected during screening colonoscopy,
36001,"003Surveillance colonoscopy - personal history of colonic polyps; colon cancer;",
36002,"004other malignant neoplasm of rectum; rectosigmoid junction; and anus",
37001,003Diagnostic colonoscopy,
38001,003Patients aged 66 or older in institutional special needs plans (snp) or,
38002,"004residing in long-term care with pos code 32; 33; 34; 54; or 56 for more than",
38003,004consecutive days during the six months prior to the measurement period throug,
38004,004december 31 of the measurement period,
39001,003Pathologists/dermatopathologists is the same clinician who performed the biop,
40001,"003Documentation of medical reason(s) for not on a statin (e.g.; pregnancy; in",
40002,"004vitro fertilization; clomiphene rx; esrd; cirrhosis; muscular pain and diseas",
40003,004during the measurement period or prior year),
41001,003Back pain was measured by the visual analog scale (vas) within three months,
41002,004preoperatively and at three months (6 - 20 weeks) postoperatively,
42001,003Patient had any additional spine procedures performed on the same date as the,
42002,004lumbar discectomy/laminectomy,
43001,003Back pain was not measured by the visual analog scale (vas) or numeric pain,
43002,004scale at three months (6 - 20 weeks) postoperatively,
44001,003Back pain was measured by the visual analog scale (vas) within three months,
44002,004preoperatively and at one year  (9 to 15 months) postoperatively,
45001,"003Patient had cancer; acute fracture or infection related to the lumbar spine o",
45002,"004patient had neuromuscular;  idiopathic or congenital lumbar scoliosis",
46001,003Back pain was not measured by the visual analog scale (vas) or numeric pain,
46002,004scale at one year (9 to 15 months) postoperatively,
47001,003Leg pain was measured by the visual analog scale (vas) within three months,
47002,004preoperatively and at three months (6 to 20 weeks) postoperatively,
48001,003Patient had any additional spine procedures performed on the same date as the,
48002,004lumbar discectomy/laminectomy,
49001,003Leg pain was not measured by the visual analog scale (vas) or numeric pain,
49002,004scale at three months (6 - 20 weeks) postoperatively,
54001,003Patient exhibits 2 or more risk factors for post-operative vomiting,
55001,003Cases in which an inhalational anesthetic is used only for induction,
56001,003Patient received combination therapy consisting of at least two prophylactic,
56002,004pharmacologic anti-emetic agents of different classes preoperatively and/or,
56003,004intraoperatively,
57001,003Documentation of medical reason for not receiving combination therapy,
57002,004consisting of at least two prophylactic pharmacologic anti-emetic agents of,
57003,"004different classes preoperatively and/or intraoperatively (e.g.; intolerance o",
57004,004other medical reason),
58001,003Patient did not receive combination therapy consisting of at least two,
58002,004prophylactic pharmacologic anti-emetic agents of different classes,
58003,004preoperatively and/or intraoperatively,
59001,003Systemic antimicrobials not prescribed,
60001,003Documentation of medical reason(s) for prescribing systemic antimicrobials,
61001,003Systemic antimicrobials prescribed,
62001,003Embolization endpoints are documented separately for each embolized vessel an,
62002,004ovarian artery angiography or embolization performed in the presence of varia,
62003,004uterine artery anatomy,
63001,003Embolization endpoints are not documented separately for each embolized vesse,
63002,004or ovarian artery angiography or embolization not performed in the presence o,
63003,004variant uterine artery anatomy,
64001,003Patient received at least one well-child visit with a pcp during the,
64002,004performance period,
65001,003Patient did not receive at least one well-child visit with a pcp during the,
65002,004performance period,
66001,"003Children who were screened for risk of developmental; behavioral and social",
66002,004delays using a standardized tool with interpretation and report,
67001,"003Children who were not screened for risk of developmental; behavioral and soci",
67002,004delays using a standardized tool with interpretation and report,
68001,003Patient was referred to another clinician or specialist during the measuremen,
68002,004period,
69001,003Clinician who referred the patient to another clinician received a report fro,
69002,004the clinician to whom the patient was referred,
70001,003Clinician who referred the patient to another clinician did not receive a,
70002,004report from the clinician to whom the patient was referred,
74001,"003Dilated macular exam performed; including documentation of the presence or",
74002,004absence of macular thickening or geographic atrophy or hemorrhage and the lev,
74003,004of macular degeneration severity,
75001,003Documentation of medical reason(s) for not performing a dilated macular,
75002,004examination,
78001,003Remote in-home visit for the evaluation and management of a new patient for u,
78002,004only in a medicare-approved bundled payments for care improvement advanced,
78003,"004(bpci advanced) model episode of care; which requires these 3 key components:",
78004,004problem focused history; a problem focused examination; and straightforward,
78005,"004medical decision making; furnished in real time using interactive audio and",
78006,"004video technology.  counseling and coordination of care with other physicians;",
78007,004other qualified health care professionals or agencies are provided consistent,
78008,004with the nature of the problem(s) and the needs of the patient or the family,
78009,"004both. usually; the presenting problem(s) are self limited or minor. typically",
78010,"00410 minutes are spent with the patient or family or both via real time; audio",
78011,004and video intercommunications technology,
79001,003Remote in-home visit for the evaluation and management of a new patient for u,
79002,004only in a medicare-approved bundled payments for care improvement advanced,
79003,"004(bpci advanced) model episode of care; which requires these 3 key components:",
79004,004an expanded problem focused history;  an expanded problem focused examination,
79005,"004straightforward medical decision making; furnished in real time using",
79006,004interactive audio and video technology.  counseling and coordination of care,
79007,"004with other physicians; other qualified health care professionals or agencies",
79008,004are provided consistent with the nature of the problem(s) and the needs of th,
79009,"004patient or the family or both. usually; the presenting problem(s) are of low",
79010,"004moderate severity. typically; 20 minutes are spent with the patient or family",
79011,"004or both via real time; audio and video intercommunications technology",
80001,003Remote in-home visit for the evaluation and management of a new patient for u,
80002,004only in a medicare-approved bundled payments for care improvement advanced,
80003,"004(bpci advanced) model episode of care; which requires these 3 key components:",
