diagnosis_code,description,severity_level,service
S42.356P,"Nondisplaced comminuted fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.361A,"Displaced segmental fracture of shaft of humerus, right arm, initial encounter for closed fracture",CC,Injury/Poisoning
S42.361K,"Displaced segmental fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.361P,"Displaced segmental fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.362A,"Displaced segmental fracture of shaft of humerus, left arm, initial encounter for closed fracture",CC,Injury/Poisoning
S42.362K,"Displaced segmental fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.362P,"Displaced segmental fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.363A,"Displaced segmental fracture of shaft of humerus, unspecified arm, initial encounter for closed fracture",CC,Injury/Poisoning
S42.363K,"Displaced segmental fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.363P,"Displaced segmental fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.364A,"Nondisplaced segmental fracture of shaft of humerus, right arm, initial encounter for closed fracture",CC,Injury/Poisoning
S42.364K,"Nondisplaced segmental fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.364P,"Nondisplaced segmental fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.365A,"Nondisplaced segmental fracture of shaft of humerus, left arm, initial encounter for closed fracture",CC,Injury/Poisoning
S42.365K,"Nondisplaced segmental fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.365P,"Nondisplaced segmental fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.366A,"Nondisplaced segmental fracture of shaft of humerus, unspecified arm, initial encounter for closed fracture",CC,Injury/Poisoning
S42.366K,"Nondisplaced segmental fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.366P,"Nondisplaced segmental fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.391A,"Other fracture of shaft of right humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.391K,"Other fracture of shaft of right humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.391P,"Other fracture of shaft of right humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.392A,"Other fracture of shaft of left humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.392K,"Other fracture of shaft of left humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.392P,"Other fracture of shaft of left humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.399A,"Other fracture of shaft of unspecified humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.399K,"Other fracture of shaft of unspecified humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.399P,"Other fracture of shaft of unspecified humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.401A,"Unspecified fracture of lower end of right humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.401K,"Unspecified fracture of lower end of right humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.401P,"Unspecified fracture of lower end of right humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.402A,"Unspecified fracture of lower end of left humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.402K,"Unspecified fracture of lower end of left humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.402P,"Unspecified fracture of lower end of left humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.409A,"Unspecified fracture of lower end of unspecified humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.409K,"Unspecified fracture of lower end of unspecified humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.409P,"Unspecified fracture of lower end of unspecified humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.411A,"Displaced simple supracondylar fracture without intercondylar fracture of right humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.411K,"Displaced simple supracondylar fracture without intercondylar fracture of right humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.411P,"Displaced simple supracondylar fracture without intercondylar fracture of right humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.412A,"Displaced simple supracondylar fracture without intercondylar fracture of left humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.412K,"Displaced simple supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.412P,"Displaced simple supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.413A,"Displaced simple supracondylar fracture without intercondylar fracture of unspecified humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.413K,"Displaced simple supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.413P,"Displaced simple supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.414A,"Nondisplaced simple supracondylar fracture without intercondylar fracture of right humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.414K,"Nondisplaced simple supracondylar fracture without intercondylar fracture of right humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.414P,"Nondisplaced simple supracondylar fracture without intercondylar fracture of right humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.415A,"Nondisplaced simple supracondylar fracture without intercondylar fracture of left humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.415K,"Nondisplaced simple supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.415P,"Nondisplaced simple supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.416A,"Nondisplaced simple supracondylar fracture without intercondylar fracture of unspecified humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.416K,"Nondisplaced simple supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.416P,"Nondisplaced simple supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.421A,"Displaced comminuted supracondylar fracture without intercondylar fracture of right humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.421K,"Displaced comminuted supracondylar fracture without intercondylar fracture of right humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.421P,"Displaced comminuted supracondylar fracture without intercondylar fracture of right humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.422A,"Displaced comminuted supracondylar fracture without intercondylar fracture of left humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.422K,"Displaced comminuted supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.422P,"Displaced comminuted supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.423A,"Displaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.423K,"Displaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.423P,"Displaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.424A,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of right humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.424K,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of right humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.424P,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of right humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.425A,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of left humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.425K,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.425P,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.426A,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.426K,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.426P,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.431A,"Displaced fracture (avulsion) of lateral epicondyle of right humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.431K,"Displaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.431P,"Displaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.432A,"Displaced fracture (avulsion) of lateral epicondyle of left humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.432K,"Displaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.432P,"Displaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.433A,"Displaced fracture (avulsion) of lateral epicondyle of unspecified humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.433K,"Displaced fracture (avulsion) of lateral epicondyle of unspecified humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.433P,"Displaced fracture (avulsion) of lateral epicondyle of unspecified humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.434A,"Nondisplaced fracture (avulsion) of lateral epicondyle of right humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.434K,"Nondisplaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.434P,"Nondisplaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.435A,"Nondisplaced fracture (avulsion) of lateral epicondyle of left humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.435K,"Nondisplaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.435P,"Nondisplaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.436A,"Nondisplaced fracture (avulsion) of lateral epicondyle of unspecified humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.436K,"Nondisplaced fracture (avulsion) of lateral epicondyle of unspecified humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.436P,"Nondisplaced fracture (avulsion) of lateral epicondyle of unspecified humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.441A,"Displaced fracture (avulsion) of medial epicondyle of right humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.441K,"Displaced fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.441P,"Displaced fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.442A,"Displaced fracture (avulsion) of medial epicondyle of left humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.442K,"Displaced fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.442P,"Displaced fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.443A,"Displaced fracture (avulsion) of medial epicondyle of unspecified humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.443K,"Displaced fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.443P,"Displaced fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.444A,"Nondisplaced fracture (avulsion) of medial epicondyle of right humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.444K,"Nondisplaced fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.444P,"Nondisplaced fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.445A,"Nondisplaced fracture (avulsion) of medial epicondyle of left humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.445K,"Nondisplaced fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.445P,"Nondisplaced fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.446A,"Nondisplaced fracture (avulsion) of medial epicondyle of unspecified humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.446K,"Nondisplaced fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.446P,"Nondisplaced fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.447A,"Incarcerated fracture (avulsion) of medial epicondyle of right humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.447K,"Incarcerated fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.447P,"Incarcerated fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.448A,"Incarcerated fracture (avulsion) of medial epicondyle of left humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.448K,"Incarcerated fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.448P,"Incarcerated fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.449A,"Incarcerated fracture (avulsion) of medial epicondyle of unspecified humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.449K,"Incarcerated fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.449P,"Incarcerated fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.451A,"Displaced fracture of lateral condyle of right humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.451K,"Displaced fracture of lateral condyle of right humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.451P,"Displaced fracture of lateral condyle of right humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.452A,"Displaced fracture of lateral condyle of left humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.452K,"Displaced fracture of lateral condyle of left humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.452P,"Displaced fracture of lateral condyle of left humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.453A,"Displaced fracture of lateral condyle of unspecified humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.453K,"Displaced fracture of lateral condyle of unspecified humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.453P,"Displaced fracture of lateral condyle of unspecified humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.454A,"Nondisplaced fracture of lateral condyle of right humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.454K,"Nondisplaced fracture of lateral condyle of right humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.454P,"Nondisplaced fracture of lateral condyle of right humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.455A,"Nondisplaced fracture of lateral condyle of left humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.455K,"Nondisplaced fracture of lateral condyle of left humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.455P,"Nondisplaced fracture of lateral condyle of left humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.456A,"Nondisplaced fracture of lateral condyle of unspecified humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.456K,"Nondisplaced fracture of lateral condyle of unspecified humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.456P,"Nondisplaced fracture of lateral condyle of unspecified humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.461A,"Displaced fracture of medial condyle of right humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.461K,"Displaced fracture of medial condyle of right humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.461P,"Displaced fracture of medial condyle of right humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.462A,"Displaced fracture of medial condyle of left humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.462K,"Displaced fracture of medial condyle of left humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.462P,"Displaced fracture of medial condyle of left humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.463A,"Displaced fracture of medial condyle of unspecified humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.463K,"Displaced fracture of medial condyle of unspecified humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.463P,"Displaced fracture of medial condyle of unspecified humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.464A,"Nondisplaced fracture of medial condyle of right humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.464K,"Nondisplaced fracture of medial condyle of right humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.464P,"Nondisplaced fracture of medial condyle of right humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.465A,"Nondisplaced fracture of medial condyle of left humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.465K,"Nondisplaced fracture of medial condyle of left humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.465P,"Nondisplaced fracture of medial condyle of left humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.466A,"Nondisplaced fracture of medial condyle of unspecified humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.466K,"Nondisplaced fracture of medial condyle of unspecified humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.466P,"Nondisplaced fracture of medial condyle of unspecified humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.471A,"Displaced transcondylar fracture of right humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.471K,"Displaced transcondylar fracture of right humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.471P,"Displaced transcondylar fracture of right humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.472A,"Displaced transcondylar fracture of left humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.472K,"Displaced transcondylar fracture of left humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.472P,"Displaced transcondylar fracture of left humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.473A,"Displaced transcondylar fracture of unspecified humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.473K,"Displaced transcondylar fracture of unspecified humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.473P,"Displaced transcondylar fracture of unspecified humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.474A,"Nondisplaced transcondylar fracture of right humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.474K,"Nondisplaced transcondylar fracture of right humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.474P,"Nondisplaced transcondylar fracture of right humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.475A,"Nondisplaced transcondylar fracture of left humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.475K,"Nondisplaced transcondylar fracture of left humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.475P,"Nondisplaced transcondylar fracture of left humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.476A,"Nondisplaced transcondylar fracture of unspecified humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.476K,"Nondisplaced transcondylar fracture of unspecified humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.476P,"Nondisplaced transcondylar fracture of unspecified humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.481A,"Torus fracture of lower end of right humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.481K,"Torus fracture of lower end of right humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.481P,"Torus fracture of lower end of right humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.482A,"Torus fracture of lower end of left humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.482K,"Torus fracture of lower end of left humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.482P,"Torus fracture of lower end of left humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.489A,"Torus fracture of lower end of unspecified humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.489K,"Torus fracture of lower end of unspecified humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.489P,"Torus fracture of lower end of unspecified humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.491A,"Other displaced fracture of lower end of right humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.491K,"Other displaced fracture of lower end of right humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.491P,"Other displaced fracture of lower end of right humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.492A,"Other displaced fracture of lower end of left humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.492K,"Other displaced fracture of lower end of left humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.492P,"Other displaced fracture of lower end of left humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.493A,"Other displaced fracture of lower end of unspecified humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.493K,"Other displaced fracture of lower end of unspecified humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.493P,"Other displaced fracture of lower end of unspecified humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.494A,"Other nondisplaced fracture of lower end of right humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.494K,"Other nondisplaced fracture of lower end of right humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.494P,"Other nondisplaced fracture of lower end of right humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.495A,"Other nondisplaced fracture of lower end of left humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.495K,"Other nondisplaced fracture of lower end of left humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.495P,"Other nondisplaced fracture of lower end of left humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.496A,"Other nondisplaced fracture of lower end of unspecified humerus, initial encounter for closed fracture",CC,Injury/Poisoning
S42.496K,"Other nondisplaced fracture of lower end of unspecified humerus, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.496P,"Other nondisplaced fracture of lower end of unspecified humerus, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.90XA,"Fracture of unspecified shoulder girdle, part unspecified, initial encounter for closed fracture",CC,Injury/Poisoning
S42.90XK,"Fracture of unspecified shoulder girdle, part unspecified, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.90XP,"Fracture of unspecified shoulder girdle, part unspecified, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.91XA,"Fracture of right shoulder girdle, part unspecified, initial encounter for closed fracture",CC,Injury/Poisoning
S42.91XK,"Fracture of right shoulder girdle, part unspecified, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.91XP,"Fracture of right shoulder girdle, part unspecified, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S42.92XA,"Fracture of left shoulder girdle, part unspecified, initial encounter for closed fracture",CC,Injury/Poisoning
S42.92XK,"Fracture of left shoulder girdle, part unspecified, subsequent encounter for fracture with nonunion",CC,Injury/Poisoning
S42.92XP,"Fracture of left shoulder girdle, part unspecified, subsequent encounter for fracture with malunion",CC,Injury/Poisoning
S43.201A,"Unspecified subluxation of right sternoclavicular joint, initial encounter",CC,Injury/Poisoning
S43.202A,"Unspecified subluxation of left sternoclavicular joint, initial encounter",CC,Injury/Poisoning
S43.203A,"Unspecified subluxation of unspecified sternoclavicular joint, initial encounter",CC,Injury/Poisoning
S43.204A,"Unspecified dislocation of right sternoclavicular joint, initial encounter",CC,Injury/Poisoning
S43.205A,"Unspecified dislocation of left sternoclavicular joint, initial encounter",CC,Injury/Poisoning
S43.206A,"Unspecified dislocation of unspecified sternoclavicular joint, initial encounter",CC,Injury/Poisoning
S43.211A,"Anterior subluxation of right sternoclavicular joint, initial encounter",CC,Injury/Poisoning
S43.212A,"Anterior subluxation of left sternoclavicular joint, initial encounter",CC,Injury/Poisoning
S43.213A,"Anterior subluxation of unspecified sternoclavicular joint, initial encounter",CC,Injury/Poisoning
S43.214A,"Anterior dislocation of right sternoclavicular joint, initial encounter",CC,Injury/Poisoning
S43.215A,"Anterior dislocation of left sternoclavicular joint, initial encounter",CC,Injury/Poisoning
S43.216A,"Anterior dislocation of unspecified sternoclavicular joint, initial encounter",CC,Injury/Poisoning
S43.221A,"Posterior subluxation of right sternoclavicular joint, initial encounter",CC,Injury/Poisoning
S43.222A,"Posterior subluxation of left sternoclavicular joint, initial encounter",CC,Injury/Poisoning
S43.223A,"Posterior subluxation of unspecified sternoclavicular joint, initial encounter",CC,Injury/Poisoning
S43.224A,"Posterior dislocation of right sternoclavicular joint, initial encounter",CC,Injury/Poisoning
S43.225A,"Posterior dislocation of left sternoclavicular joint, initial encounter",CC,Injury/Poisoning
S43.226A,"Posterior dislocation of unspecified sternoclavicular joint, initial encounter",CC,Injury/Poisoning
S45.101A,"Unspecified injury of brachial artery, right side, initial encounter",CC,Injury/Poisoning
S45.102A,"Unspecified injury of brachial artery, left side, initial encounter",CC,Injury/Poisoning
S45.109A,"Unspecified injury of brachial artery, unspecified side, initial encounter",CC,Injury/Poisoning
S45.111A,"Laceration of brachial artery, right side, initial encounter",CC,Injury/Poisoning
S45.112A,"Laceration of brachial artery, left side, initial encounter",CC,Injury/Poisoning
S45.119A,"Laceration of brachial artery, unspecified side, initial encounter",CC,Injury/Poisoning
S45.191A,"Other specified injury of brachial artery, right side, initial encounter",CC,Injury/Poisoning
S45.192A,"Other specified injury of brachial artery, left side, initial encounter",CC,Injury/Poisoning
S45.199A,"Other specified injury of brachial artery, unspecified side, initial encounter",CC,Injury/Poisoning
S45.201A,"Unspecified injury of axillary or brachial vein, right side, initial encounter",CC,Injury/Poisoning
S45.202A,"Unspecified injury of axillary or brachial vein, left side, initial encounter",CC,Injury/Poisoning
S45.209A,"Unspecified injury of axillary or brachial vein, unspecified side, initial encounter",CC,Injury/Poisoning
S45.211A,"Laceration of axillary or brachial vein, right side, initial encounter",CC,Injury/Poisoning
S45.212A,"Laceration of axillary or brachial vein, left side, initial encounter",CC,Injury/Poisoning
